Course ID,Course Subject,Column1,Course Number,Course Name,Course Description,Course Credits,Column1.details.career,Course Prerequisites,Column1.enrollment_information.course_attribute,Column1.offerings
COMPSCI 590Q,Computer Science,COMPSCI,590Q,Quantum Information Systems,"Fundamentals of quantum information systems, including quantum computation and quantum cryptography. Topics include: quantum circuit model, qubits, unitary operators, measurement, entanglement, quantum algorithms for factoring and search, quantum key distribution, error-correction and fault-tolerance, complexity of quantum computation. This course counts as a CS Elective for the CS Major (BA or BS).",3,Graduate,,,[List]
COMPSCI 590S,Computer Science,COMPSCI,590S,Systems for Data Science,,,,,,[List]
COMPSCI 590T,Computer Science,COMPSCI,590T,Algorithmic Fairness and Strategic Behavior,"Recent years have seen a dramatic rise in the use of algorithms for solving problems involving strategic decision makers. Deployed algorithms now assist in a variety of economic interactions: assigning medical residents to schools, allocating students to courses, allocating security resources in airports, allocating computational resources and dividing rent. We will explore foundational topics at the intersection of economics and computation, starting with the foundations of game theory: Nash equilibria, the theory of cooperative games, before proceeding to covering more advanced topics: matching algorithms, allocation of indivisible goods, and mechanism design. This course counts as a CS Elective for the BA or BS.",3,Graduate,,,[List]
COMPSCI 590U,Computer Science,COMPSCI,590U,Mobile and Ubiquitous Computing,,,,,,[List]
COMPSCI 590V,Computer Science,COMPSCI,590V,Data Visualization and Exploration,,,,,,[List]
COMPSCI 590W,Computer Science,COMPSCI,590W,Health Informatics and Data Science,"This course introduces the discipline of health informatics and data science to prepare our students as forerunners of the future of digital health care systems. Followed by an overview of the health informatics industry, it covers a broad range of introductory topics related to the context of health care systems, such as the structure of current health care systems, various types of health data, theoretical framework and practice use of quantitative analytic methodologies, and ethics. More specifically, this course will teach important health informatics technologies and standards, such as electronic health records, medical claims data, imaging/free-text clinical notes, patient-reported outcomes, traditional and machine learning-based analytic algorithms, data visualization, and clinical research and experimental procedures.  This course counts as a CS Elective for the CS Major (BA or BS).",3,Graduate,,,[List]
COMPSCI 591A,Computer Science,COMPSCI,591A,Seminar - Cellular Automata and Artificial Life,"Students will present a paper from readings on cellular automat and artificial life. There will be at least two guest speakers. Topics include, but not limited to: cellular automata as computational engine, artificial chemistries, self-assembly, reconfigurable robotics, collective behaviors of swarm, biological computation other than neural networks, systems and synthetic biology, etc.  This course does not count toward any requirements for the CS major or minor.",1,Graduate,,,[List]
COMPSCI 591CF,Computer Science,COMPSCI,591CF,Seminar - Cybersecurity Lecture Series,"This course is a one-credit seminar on security research across departments at UMass. Each presentation will cover an active research topic at UMass in a way that assumes only a basic background in security. External speakers may also be invited. Note that this course is not intended to be an introduction to cybersecurity, and will not teach the fundamentals of security in a way that would be useful as a foundation for future security coursework. The intended audience is graduate and advanced undergraduate students, as well as faculty.  Meets with ECE/MATH 591CF.  May be taken repeatedly for credit up to 2 times.  This course does not count toward any requirements for the CS major or minor.",1,Graduate,,,[List]
COMPSCI 591L,Computer Science,COMPSCI,591L,S-Computer Crime Law: Technologies of Investigation and Privacy,"A study, analysis, and discussion of the legal issues related to crimes involving computers and networks, including topical actions by dissidents and governments. We will also study the technologies of forensic investigation, intelligence gathering, privacy enhancement, and censorship resistance. Our main legal topics will include recent and important case law, statutes, and constitutional clauses concerning authorization, access, search and seizure, wiretaps, the right to privacy, and FISA. Our technology topics will include methods of investigation and resistance in the context of the Internet and Cellular networks. Students are assumed to have no background in legal concepts. Students will be required to complete substantial legal readings, complete significant written analysis of rulings, learn about technologies in detail, and participate in lively class discussion.",3,Graduate,,,[List]
COMPSCI 591M,Computer Science,COMPSCI,591M,Seminar- Bioinformatics and Computational Biology,This seminar will be a combination of hands-on projects and seminar paper reviews.  We will discuss how to manipulate most -omics datasets and review papers relevant to the fields of bioinformatics and computational biology.  This course may count as an Outside Elective for the BS-CS.,3,Graduate,,,[List]
COMPSCI 591NR,Computer Science,COMPSCI,591NR,Seminar- Neural Networks: Neuroscience and Engineering,"This is a project based course, focusing on the science connecting the field of neural network with human brain mechanism, as well as advancements which are at the front of the field. We start by introducing a few neural network architectures with their learning paradigms, including deep feed-forward and recurrent networks, Hopfield's memory, and Kohonen's self organizing maps. We continue by building on the top of these: clique structures and brain-like updatable architectures, explainable AI, combining symbolic with subsymbolic into one strong AI, robust AI, deep fake applications, and up to lifelong learning. This course counts as a CS Elective toward the CS major (BA or BS).",3,Graduate,,,[List]
COMPSCI 592C,Computer Science,COMPSCI,592C,Seminar - Digital Civics,"In this seminar class, students will learn key concepts and background on HCI for digital civics, read and discuss key papers, case studies and digital civics systems that question conventional models of public participation. Students will present papers, participate in group discussions, and carry out research projects in teams.  Topics include human-computer interaction, research methods for digital civics, social computing, citizen science, collective intelligence, and community sourcing.  This course does not count toward any requirements for the CS major or minor.",3,Graduate,,,[List]
COMPSCI 596,Computer Science,COMPSCI,596,Independent Study,,,,,,[List]
COMPSCI 596E,Computer Science,COMPSCI,596E,Indepedent Study- Machine Learning Applied to Child Rescue,Students will work collaboratively to construct production-grade software used to advance the goal of Child Rescue.,3,Graduate,,,[List]
COMPSCI 597A,Computer Science,COMPSCI,597A,Special Topics- Agile Software Project Management,"Students will lead a software development team, in the context of a web development startup seeking venture capital funding, to the successful completion and deployment of a real web application. This course emphasizes agile software engineering principles and practice such as scrum, sprints, iterative design and development, test driven development, and shippable increments.  Students enrolled in this course will be assigned a team of approximately 5-7 students enrolled in COMPSCI 326 and will be required to hold team meetings, manage work and design of a unique product, evaluate the individual work and contributions of their team, handle team conflicts and communication, and report weekly on the progress of their startup and its product development. Students enrolled in this course will meet with the instructor to report on their team and discuss agile software development techniques and practice from the literature. Students will also be responsible for organizing and attending weekly team meetings.  Counts as a CS Elective for the CS Major (BS/BA).",3,Graduate,Prerequisite: COMPSCI 326 with a grade of A- or better.,,[List]
COMPSCI 597CR,Computer Science,COMPSCI,597CR,Special Topics- Crypto Engineering,"Cryptographic algorithms are the ""engine"" that drives virtually every security solution, from email encryption to biometric passports. This course will start with a review of the most important symmetric and public-key crypto algorithms. The focus on the course will then be on (1) the efficient implementation and (2) the secure implementation of cryptographic algorithms. Both pose considerable challenges. We will treat topics such as efficient arithmetic with very long numbers and side-channel attacks. Most of the methods that will be introduced were developed in the 1990s and are used in many real-world applications.",3,Graduate,,,[List]
COMPSCI 597N,Computer Science,COMPSCI,597N,Special Topics - Introduction to Computer and Network Security,,,,,,[List]
COMPSCI 601,Computer Science,COMPSCI,601,Computation Theory,"An in-depth introduction to the main models and concepts of the mathematical theory of computation, including computability, complexity, and logic. Prerequisites: an undergraduate course in automata theory and formal languages such as COMPSCI 501 or permission of instructor.",3,Graduate,,,[List]
COMPSCI 603,Computer Science,COMPSCI,603,Robotics,"This course is intended to serve as an advanced overview of robotics spanning the complete autonomy loop: perception, planning, and control. We will study the theory, algorithms, and efficient implementations related to these topics, with focus on open discussions for how to do research to go beyond the state of the art.  Students will gain hands-on experience in implementing, and extending such algorithms using simulations.",3,Graduate,,,[List]
COMPSCI 610,Computer Science,COMPSCI,610,Compiler Techniques,"Basic problems in the translation of programming languages focusing on theory and common implementation techniques for compiling traditional (Pascal-like) programming languages to produce assembly or object code for typical machines. Involves a substantial laboratory project in which the student constructs a working compiler for a considerable subset of a realistic programming language within a provided skeleton.  Lectures augmented by a discussion section covering details of the programming language to be used in the project (Java), the operating system (Unix), the source language (a Pascal subset) and various tools (javacup, make, etc.). Use of computer required.",3,Graduate,,,[List]
COMPSCI 611,Computer Science,COMPSCI,611,Advanced Algorithms,"The design and analysis of efficient algorithms for important computational problems. Paradigms for algorithm design including Divide and Conquer, Greedy Algorithms, Dynamic Programming; and, the use of Randomness and Parallelism in algorithms. Algorithms for Sorting and Searching, Graph Algorithms, Approximation Algorithms for NP Complete Problems, and others. Prerequisites: The mathematical maturity expected of incoming Computer Science graduate students, knowledge of algorithms at the level of COMPSCI 311.",3,Graduate,,,[List]
COMPSCI 613,Computer Science,COMPSCI,613,Advanced Logic in Computer Science,"Rigorous introduction to mathematical logic from an algorithmic perspective. Topics include: Propositional logic: Horn clause satisfiability and SAT solvers; First Order Logic: soundness and completeness of resolution, compactness theorem. We will use various state-of-the-art tools for applying logic to automatically verifying correctness properties of programs or finding errors, including model checkers, SAT and SMT solvers and theorem provers.",3,Graduate,,,[List]
COMPSCI 617,Computer Science,COMPSCI,617,Computational Geometry,"An introduction to the main theoretical and algorithmic techniques from Computational Geometry.  Topics covered include covex hulls, triangulations, Voronoi diagrams, visibility, art gallery problems, collision detection, motion planning and folding.",3,Graduate,Prerequisite:  CMPSCI 601 or 611.,,[List]
COMPSCI 620,Computer Science,COMPSCI,620,Advanced Software Engineering: Synthesis and Development,"Introduces students to the principal activities involved in developing high-quality software systems. Topics include: requirements analysis, formal specification methods, process definition, software design, and risk management.",3,Graduate,,,[List]
COMPSCI 621,Computer Science,COMPSCI,621,Advanced Software Engineering: Analysis and Evaluation,"The current best testing and analysis practices; emerging new approaches, going beyond the testing of programs to include the testing and analysis of all software artifacts across the lifecycle.",3,Graduate,,,[List]
COMPSCI 630,Computer Science,COMPSCI,630,Systems,"This class is an in-depth introduction to systems, focusing on principles of system design that cross-cut numerous systems artifacts, including operating systems, databases, runtime systems, and architecture. We will cover all levels of the ""system stack"", from chips to distributed systems.  This course may be used to satisfy systems core requirements.",3,Graduate,,,[List]
COMPSCI 631,Computer Science,COMPSCI,631,Programming Languages,"Programming languages are fundamental to computer science and everyday programming. This course is an in-depth introduction to the formal, logical foundations of programming languages.",3,Graduate,,,[List]
COMPSCI 635,Computer Science,COMPSCI,635,Modern Computer Architecture,"This course examines the structure of modern computer systems.  We explore recent research results that are influencing modern machine organizations, then consider specific features and their impact on software and performance.  These may include superscalar issue, caches, pipelines, branch prediction, and parallelism.  Midterm and final exams, individual projects, homework, in-class exercises.  Prerequisites:  COMPSCI 535 or equivalent.",3,Graduate,,,[List]
COMPSCI 645,Computer Science,COMPSCI,645,Database Design & Implementation,"Covers topics such as the relational model,  query languages, database design;  storage and indexing, query processing and optimization,  transaction management;  Big Data systems; information integration; data stream systems; database security.",3,Graduate,,,[List]
COMPSCI 646,Computer Science,COMPSCI,646,Information Retrieval,"Basic and advanced techniques for text-based information systems, including retrieval models, indexing and text representation, browsing and query formulation, data-intensive computing approaches, evaluation, and issues surrounding implementation. The course will include a substantial project such as implementation of major elements of search engines and applications.",3,Graduate,,,[List]
COMPSCI 650,Computer Science,COMPSCI,650,Applied Information Theory,"This course will introduce the basic concepts of Information Theory: entropy, relative entropy, mutual information, channel capacity, and rate distortion.  Applications, rather than proofs, will be emphasized.  In addition, the statistical problem of computing information theoretic quantities from data will be emphasized. Non-parametric and semi-parametric statistical models will also be covered.",3,Graduate,,,[List]
COMPSCI 651,Computer Science,COMPSCI,651,Optimization in Computer Science,"Optimization techniques are frequently used in many areas of computer science, in particular in machine learning, to handle a variety of large-scale, data intensive problems. Moreover, algorithmic tools of ever-increasing sophistication are introduced at a fast pace, offering unparalleled opportunities to solve problems efficiently. This class will cover a wide range of optimization methods, including convex, nonconvex and discrete optimization. The first two thirds of the course are dedicated to foundational topics, whereas the last third is dedicated to the study and understanding of cutting-edge techniques presented at leading conferences in the field.",3,Graduate,,,[List]
COMPSCI 653,Computer Science,COMPSCI,653,Computer Networking,"This course covers advanced fundamental principles of computer networks, studying foundational material in the field.  Topics include advanced network architecture, network algorithmics, network control, network measurement, and wireless networks.  The goal of this course is to teach networking fundamentals/techniques that will be useful for years to come. Undergraduate background in networking, algorithms, probability theory, and optimization will be helpful.",3,Graduate,,,[List]
COMPSCI 654,Computer Science,COMPSCI,654,Advanced Wireless Networking and Sensing in IoT,"Nowadays, wireless technologies (such as 802.11 Wi-Fi) do not only provide data service but also cater to diverse applications including indoor localization, user authentication, contactless activity sensing, vital sign monitoring, gesture recognition, sleep sensing, wireless charging, etc. This course introduces the students with fundamentals in wireless networking and also the state-of-the-art sensing applications in the Era of Internet-Of-Things. Wireless sensing is also a cutting edge research area which involves wireless communication, signal processing, human computer interaction, machine learning and also hardware prototyping.",3,Graduate,,,[List]
COMPSCI 655,Computer Science,COMPSCI,655,Performance Evaluation,"This course will provide an introduction to the tools and techniques needed to construct and analyze performance models of computer systems, distributed systems, and communication networks. The course covers three topics: i) analytical methods including discrete and continuous time Markov chain models, queues in isolation, queuing networks, and fluid queues; ii) computer/communication system measurement methodology including statistical inference and estimation of pertinent performance metrics, optimal measurement design, and bias removal; iii) applications to solving real world problems including model validation against measurements and/or simulation, case studies will be drawn from the areas of parallel and distributed systems, and networks. The goal is to teach fundamentals with a long half-life.",3,Graduate,,,[List]
COMPSCI 660,Computer Science,COMPSCI,660,Advanced Information Assurance,"This course provides an in-depth examination of the fundamental principles of information assurance: authentication, integrity, confidentiality of distributed systems, network security, malware, privacy, intrusion detection, intellectual property, and protection.",3,Graduate,,,[List]
COMPSCI 661,Computer Science,COMPSCI,661,Secure Distributed Systems,"This is a class devoted to the study of securing distributed systems, with blockchain-based cryptocurrencies serving as our real platform of interest. We'll start with the fundamentals of Lamport's, Fischer's, and Douceur's results that fence-in all consensus system, and discuss Byzantine fault tolerance.  We'll also look at the efficiency of the network architectures for peer-to-peer;distributed system communication and attacks on their security, such as denial of service attacks. And we'll review relevant applied cryptography such as elliptic curves. We'll discuss in detail the mechanisms of Bitcoin and Ethereum and we'll program distributed applications for Ethereum. Other topics include economics and finance. The course is based on a 'flipped classroom.'",3,Graduate,,,[List]
COMPSCI 670,Computer Science,COMPSCI,670,Computer Vision,"People are able to infer the characteristics of a scene or object from an image of it. In this course, we will study what is involved in building artificial systems which try to infer  such characteristics from an image. Topics include: Basics of image formation - the effect of geometry, viewpoint, lighting and albedo on image formation. Basic image operations such as filtering, convolution and correlation.  Frequency representations of images. The importance of scale in images.  Measurements of image properties such as color, texture, appearance and shape. Inference of motion and structure from moving objects and images.  Detecting and recognizing objects in images. Statistical methods in computer vision.  Prerequisite: Linear algebra, calculus, basic knowledge of probability, and an ability to program.",3,Graduate,,,[List]
COMPSCI 673,Computer Science,COMPSCI,673,Advanced Computer Graphics,"This course teaches the fundamental mathematics and algorithms behind modern computer graphics techniques.  Specific subjects include physically-based image synthesis, stochastic sampling and patterns, geometry processing, shape analysis, and learning-based graphics.  This is an advanced, graduate-level computer graphics course.  The course will be structured around lectures, programming assignments, mid-term exam, presentations, and final project.  Students are expected to have good programming skills and participate actively in class.  Previous knowledge of computer graphics is preferred but not required.",3,Graduate,,,[List]
COMPSCI 674,Computer Science,COMPSCI,674,Intelligent Visual Computing,"The course will teach students algorithms that intelligently process, analyze and generate visual data. The course will start by covering 2D image and 3D shape representations, classification and regression techniques, and the fundamentals of deep learning. The course will then provide an in-depth background on analysis and synthesis of images and shapes with deep learning, in particular convolutional neural networks, recurrent neural networks, memory networks, auto-encoders, adversarial networks, reinforcement learning methods, and probabilistic graphical models.  Particular emphasis will be given on 3D deep learning, an emerging topic in 3D computer vision, graphics and augmented reality.",3,Graduate,,,[List]
COMPSCI 677,Computer Science,COMPSCI,677,Distributed and Operating Systems,"An in-depth examination of principles of distributed systems and advanced operating systems. Topics include client-server programming, distributed scheduling, virtualization and cloud computing, distributed storage, IoT.  Familiarity with an undergraduate course on operating systems (COMPSCI 377 or equivalent) is helpful.",3,Graduate,,,[List]
COMPSCI 682,Computer Science,COMPSCI,682,Neural Networks: A Modern Introduction,"This course will focus on modern, practical methods for deep learning with neural networks. The course will begin with a description of simple classifiers such as perceptrons and logistic regression classifiers, and move on to standard neural networks, convolutional neural networks, some elements of recurrent neural networks, and transformers. The emphasis will be on understanding the basics and on practical application more than on theory. Many applications will be in computer vision, but we will make an effort to cover some natural language processing (NLP) applications as well. The current plan is to use Python and associated packages such as Numpy and TensorFlow. Required background includes Linear Algebra, Probability and Statistics, and Multivariate Calculus. All assignments will be in the Python programming language.",3,Graduate,,,[List]
COMPSCI 683,Computer Science,COMPSCI,683,Artificial Intelligence,"In-depth introduction to Artificial Intelligence concentrating on aspects of intelligent agent construction. Topics include: situated agents,advanced search and problem-solving techniques, principles of knowledge representation and reasoning, reasoning under uncertainty,  perception and action, automated planning, and learning.",3,Graduate,,,[List]
COMPSCI 685,Computer Science,COMPSCI,685,Advanced Natural Language Processing,"This course covers a broad range of advanced level topics in natural language processing. It is intended for graduate students in computer science who have familiarity with machine learning fundamentals. It may also be appropriate for computationally sophisticated students in linguistics and related areas. Topics include probabilistic models of language, computationally tractable linguistic representations for syntax and semantics, and selected topics in discourse and text mining. After completing the course, students should be able to read and evaluate current NLP research.",3,Graduate,,,[List]
COMPSCI 687,Computer Science,COMPSCI,687,Reinforcement Learning,"This course will provide an introduction to, and comprehensive overview of, reinforcement learning (RL).",3,Graduate,,,[List]
COMPSCI 688,Computer Science,COMPSCI,688,Probabilistic Graphical Models,This course will cover Bayesian and Markov networks and their dynamic and relational extensions; exact and approximate inference methods; estimation of both the parameters and structure of graphical models.,3,Graduate,,,[List]
COMPSCI 689,Computer Science,COMPSCI,689,Machine Learning,"Machine learning is the computational study of artificial systems that can adapt to novel situations, discover patterns from data, and improve performance with practice. This course will cover the mathematical foundations of supervised and unsupervised learning. The course will provide a state-of-the-art overview of the field, with an emphasis on implementing and deriving learning algorithms for a variety of models from first principles.",3,Graduate,,,[List]
COMPSCI 690A,Computer Science,COMPSCI,690A,Advanced Methods in Human-Computer Interaction,"This is an advanced course in HCI. This course will provide a deeper treatment of some topics that are typically found in an undergraduate HCI course. For example, design methodologies, evaluation methodologies (both quantitative and qualitative), human information processing, cognition, and perception. This course will also introduce students to research frontiers in HCI. The course will cover topics of Universal Usability, CSCW, Digital Civics and fundamentals of designing interactive technology for people.",3,Graduate,,,[List]
COMPSCI 690AA,Computer Science,COMPSCI,690AA,Approximation Algorithms and Combinatorial Optimization,"Many important problems that arise in practical applications of discrete optimization are NP-hard. This implies no polynomial time algorithms exist for these problems unless P==NP. The field of approximation algorithms has developed to tackle this difficulty by designing polynomial time algorithms to solve otherwise intractable problems near-optimally. Approximation algorithms provide rigorous guarantees on approximation factors indicating how far the solution can be in the worst case. This paradigm has become a cornerstone in algorithm design, and this course aims to cover a comprehensive list of topics in this area at the graduate level. Towards the end of the course, we will also explore 'hardness of approximation': study of the best approximation factor possible in polynomial time. A tentative list of topics include:  Techniques - Greedy algorithms, local search, dynamic programming, randomized methods, LP techniques, primal-dual method, lagrangian methods, semi-definite programming, metric method, hardness of approximation. Problems - Set cover, Vertex cover, TSP and other planning problems, Scheduling and Generalized assignment problems, Facility Location, Steiner tree and other network design problems, Sparsest cut, multicut and other graph partitioning problems, MaxSat, Graph coloring, Approximate counting, Algorithms on sequences etc.",3,Graduate,,,[List]
COMPSCI 690B,Computer Science,COMPSCI,690B,Detecting Interference in Networks,"This course will cover topics related to the broad issue of detecting and measuring network interference. This will include topics such as traffic differentiation, network neutrality, surveillance, and blocking/censorship of content. The course will focus on network measurement tools and techniques in the context of detecting and observing manipulations and interference with network traffic. When relevant, historical and ethical/legal context will be discussed in relation to these topics.",3,Graduate,,,[List]
COMPSCI 690C,Computer Science,COMPSCI,690C,Foundations of Applied Cryptography,"This is a graduate-level introduction to cryptography, with an emphasis on definitions are proofs of security.  The viewpoint of the course is ""theory applied to practice"" in that we attempt to treat topics of direct practical value.  Topics covered include: blockciphers, pseudorandom functions and permutations, symmetric-key encryption and modes of operation, hash functions, message authentication codes, authenticated encryption and TLS/SSL, computational algebra and number theory, public-key encryption, digital signatures, and public-key infrastructures.  Time permitting we will cover more advanced applications and protocols.",3,Graduate,,,[List]
COMPSCI 690D,Computer Science,COMPSCI,690D,Deep Learning for Natural Language Processing,"This course offers an introduction to the models and principles behind state-of-the art deep learning techniques applied to natural language processing problems. It is intended for graduate students in computer science and linguistics who are (1) interested in learning about cutting-edge research progress in NLP and (2) familiar with machine learning fundamentals. We will cover a variety of models, including vector-based word representations, basic neural network architectures (e.g., convolutional, recurrent), and more advanced variants of these networks that are especially useful for NLP (e.g., attention-based or memory-augmented). We will also see these models in action on a variety of NLP tasks, including text classification, question answering, and text generation.",3,Graduate,,,[List]
COMPSCI 690E,Computer Science,COMPSCI,690E,Personalized Health Informatics: Pushing the Technologies Outside the Laboratory,"Personal Health Informatics covers a broad concept that encompasses an array of mobile and wearable technologies to collect, store, share, analyze, and reflect on personal health data. Many computer, engineering, and information scientists strive to develop innovative technologies to monitor patients' health conditions and provide interventions to make meaningful changes in health-related outcomes. This course introduces the fundamental disciplines of quantitative and qualitative health informatics to help students push their innovative technologies outside the laboratory and prepare them as forerunners of the future of digital health care systems. Quantitatively, the course will cover the fundamentals of clinical studies focusing on how to demonstrate the clinical/health effectiveness and validity of new personalized health technologies (e.g., sensors, systems, analytic methods). We will cover topics like human subject study design (e.g., randomized controlled trials) and hypothesis testing (e.g., t-test, ANOVA, correlation test, etc.). Qualitatively, this course will cover human-centered design approaches focusing on how mobile systems and health data could interact with important stakeholders (e.g., patients, clinicians, and caregivers) and translate into practice. We will cover methods to obtain qualitative data (e.g., interviews and observations) and analyze the obtained data (e.g., thematic analysis).",3,Graduate,,,[List]
COMPSCI 690F,Computer Science,COMPSCI,690F,Responsible Artificial Intelligence,"The real-world deployment of machine learning models faces a series of lateral challenges affecting model trustworthiness, such as domain generalization, dataset shifts, causal validity, explainability, fairness, representativeness, and transparency. These challenges become increasingly important in techno-social systems affecting human high-stake decision making, which is often regulated by law. In this course, students will learn techniques for robust model evaluation, model selection, causal discovery, explainable and fair artificial intelligence, and interpretable models. In addition, students will reason about representativeness, transparency, and legal aspects of techno-social systems. The course will review both cutting-edge research and relevant portions of recent open-access textbooks. Coursework includes reading recent research papers, programming assignments, and a final group project. After completing the course, students should be able to develop, investigate, evaluate, and deploy artificial intelligence systems more responsibly.",3,Graduate,,,[List]
COMPSCI 690GC,Computer Science,COMPSCI,690GC,3D Modeling and Simulation,"The course teaches students advanced algorithms and techniques for 3D geometric modeling, animation and physics-based simulation, which are all fundamental components of visual content creation software.",3,Graduate,,,[List]
COMPSCI 690IV,Computer Science,COMPSCI,690IV,Intelligent Visual Computing,,,,,,[List]
COMPSCI 690J,Computer Science,COMPSCI,690J,Advanced Cryptography,"This is a graduate-level course in advanced cryptographic primitives and protocols, with an eye toward their far-reaching applications in secure messaging, surveillance prevention, cloud computing, and privacy-preserving machine learning, among others.  Topics may include: functional encryption, homomorphic encryption, multiparty computation, identification protocols, zero-knowledge proofs, authenticated key exchange, key ratcheting.  Specific topics and schedule to be determined by student preferences.  This course is a natural ""second course"" in cryptography, but we will review core concepts in the beginning to make it accessible to motivated students who have not studied cryptography before.",3,Graduate,,,[List]
COMPSCI 690M,Computer Science,COMPSCI,690M,Machine Learning Theory,"When, how, and why do machine learning algorithms work? This course answers these ques- tions by studying the theoretical aspects of machine learning, with a focus on statistically and computationally efficient learning. Broad topics will include: PAC-learning, uniform convergence, and model selection; supervised learning algorithms including SVM, boosting, kernel methods; online learning algorithms and analysis; unsupervised learning with guarantees. Special topics may include: Bandits, active learning, semi-supervised learning and others.",3,Graduate,Prerequisite: COMPSCI 689,,[List]
COMPSCI 690N,Computer Science,COMPSCI,690N,Advanced Natural Language Processing,,,,,,[List]
COMPSCI 690OP,Computer Science,COMPSCI,690OP,Optimization in Computer Science,,,,,,[List]
COMPSCI 690P,Computer Science,COMPSCI,690P,Secure Distributed Systems,,,,,,[List]
COMPSCI 690Q,Computer Science,COMPSCI,690Q,Quantum Information Systems,"Fundamentals of quantum information systems, including quantum computation, quantum cryptography, and quantum information theory. Topics include: quantum circuit model, qubits, unitary operators, measurement, entanglement, quantum algorithms for factoring and search, quantum key distribution, error-correction and fault-tolerance, information capacity of quantum channels, complexity of quantum computation.",3,Graduate,,,[List]
COMPSCI 690RA,Computer Science,COMPSCI,690RA,Randomized Algorithms and Probabilistic Data Analysis Techniques,"Randomness has proven itself to be a useful resource for developing provably efficient algorithms and protocols for large scale data processing. As a result, the study of randomized algorithms has become a major research topic in recent years. This course will explore a collection of techniques for effectively using randomization and for analyzing randomized algorithms, as well as examples from a variety of settings and problem areas. The course is a natural follow on both COMPSCI 514: Algorithms for Data Science and COMPSCI 611: Advanced Algorithms.",3,Graduate,,,[List]
COMPSCI 690T,Computer Science,COMPSCI,690T,Coding Theory and Applications,"Introduction to Coding Theory, Algebraic Codes, Reed-Solomon Codes and List Decoding, Reed-Muller Codes, Random Coding and Asymptotical Goodness, LDPC and Expander Codes, Applications in Inference: Sparse-Graph Codes, Iterative Message-passing Decoding, Applications in Networks and Security: Network Coding, Secret Sharing Schemes",3,Graduate,,[List],[List]
COMPSCI 690V,Computer Science,COMPSCI,690V,Visual Analytics,"In this course, students will work on solving complex problems in data science using exploratory data visualization and analysis in combination. Students will learn to deal with the Five V's: Volume, Variety, Velocity, Veracity, and Variability, that is with large data, complex heterogeneous data, streaming data, uncertainty in data, and variations in data flow, density and complexity. Students will be able to select the appropriate tools and visualizations in support of problem solving in different application areas. The data sets and problems will be selected mainly from a variety of applications areas including crime, cyber security, health, social, communication, marketing and similar large-scale problems with data sources being be quite broad including for example text, social media, audio, image, video, sensor, and communication collections representing very real problems. Hands- on projects will be based on Python or R, and various visualization libraries, both open source and commercial.",3,Graduate,,[List],[List]
COMPSCI 690W,Computer Science,COMPSCI,690W,Advanced Wireless Networking and Sensing in IoT,,,,,,[List]
COMPSCI 691BR,Computer Science,COMPSCI,691BR,Seminar - Building a Robot Soccer Team,"Robot soccer has been adopted as a test bed and progress marker for Artificial Intelligence and Robotics research since 1996. The primary success of soccer as a test bed is that the high-level evaluation of a successful team is readily understandable to everyone: the team that scores more goals, and ""plays better soccer,"" is likely the team with the most effective innovations. The goal of this seminar is to explore the different sub-problems of AI and robotics as applied to robot soccer, to survey the state of the art, and to implement the most promising approach from each sub-problem.",3,Graduate,,,[List]
COMPSCI 691DD,Computer Science,COMPSCI,691DD,S-Research Methods in Empirical Computer Science,"This course introduces graduate and undergraduate students to concepts, practices, and tools for conducting effective research. Students will learn basic methods for activities such as reading technical papers, selecting research topics, devising research questions, planning research, analyzing experimental results, modeling and simulation of computational phenomena, and synthesizing broader theories. The course is structured around three activities: lectures on basic concepts of research strategy and techniques, discussions of technical papers, and preparation and review of written assignments. Significant reading, reviewing, and writing is required.  Students are expected to participate actively in class discussions and to provide meaningful comments on the work of other students. For PhD students, this course helps accelerate their current and future research. For MS students, this course provides a grounding in research methods that will aid entry into research-oriented industrial positions and provide information about continuing to PhD studies. For undergraduates considering graduate studies, this course will help inform and accelerate that direction. This course can be used to satisfy the 499Y requirement for Departmental and Multidisciplinary Honors students whose theses or projects have a substantial empirical component. Approval of the Computer Science Honors Program Director is required prior to registering.",3,Graduate,,,[List]
COMPSCI 691E,Computer Science,COMPSCI,691E,Seminar - Interactive Machine Learning: Algorithms and Theory,"Interactive machine learning involves an algorithm or an agent making decisions about data collection, contrasting starkly with traditional learning paradigms. Interactive data collection often enables learning with significantly less data, and it is critical in a number of applications including personalized recommendation, medical diagnosis, and dialogue systems. This seminar will focus on the design and analysis of interactive learning algorithms for settings including active learning, bandits, reinforcement learning, and adaptive sensing. We will cover foundational and contemporary papers, with an emphasis on algorithmic design principles as well as understanding and proving performance guarantees.",1,Graduate,,,[List]
COMPSCI 691M,Computer Science,COMPSCI,691M,Seminar - Adversarial Machine Learning,"Adversarial machine learning is the study of the attacks that systematically alter the inferences produced learned models. ML systems are increasingly foundational for large technological systems such as social media, news recommendation, fraud detection, autonomous vehicles, and systems security. In this course, we will read and discuss central papers from a variety of machine learning and security conferences and journals.",1,Graduate,,,[List]
COMPSCI 691NN,Computer Science,COMPSCI,691NN,S-Hot Topics in Programming Languages and Systems,"This graduate seminar course will cover recent developments in programming languages and systems, examining the latest research papers from top programming languages and systems conferences. Topics of interest include bug detection and correction, domain-specific languages, and emerging topics like concurrency on multicore architectures.",1,Graduate,,,[List]
